Title,Review,Writer,Category,Update Date
최고의 서울청년수당.,"덕분에 정말 감사하게도 원하던 공공기관 디자인직 공무원으로 취업했습니다.
너무 감사합니다!

힘들고 어려울때 정말 도움 많이 받았어요. 저 대신 다른 사람도 꼭 바통 이어받아
혜택 누릴 수 있길, 감사합니다",김**,2024/1 청년수당,2024-06-25
첫달에 취업,"청년 수당을 통해 마음의 부담을 덜어낸 덕분인지 첫달에 바로 취업을 할 수 있었습니다.

다음회차에도 많은 분들이 도움을 받아 취업에 성공할 수 있길 바랍니다.",이**,2024/1 청년수당,2024-06-25
청년수당후기,청년수당 덕분에 자격증 공부에 집중하고 월세 및 공과금 보태는데 큰 도움이 되었습니다 앞으로 남은기간 최선을 다해 자격증 시험에 붙겠습니다,박**,2024/1 청년수당,2024-06-25
청년수당후기,"청년수당으로 인해 자기개발과 면접 정장 구입, 식비 등으로 사용하게되어 취업에 큰 도움이 되었습니다. 감사합니다",이**,2024/1 청년수당,2024-06-25
청년수당 후기,"2회차 청년수당을 받고 며칠 뒤 면접 합격 통보를 받고 바로 일을 시작하게 되었습니다. 약 4개월이 넘는 시간 동안 쉬기도 하고 재취업을 찾아보면서 청년수당이란 것을 알게 되었고, 어학시험비, 면접복장구입, 교통비 등등 실질적으로 알차게 수당을 사용했습니다. 쉬면서 심적으로나 금전적으로나 여러 모로 부담이 많았는데 청년수당을 통해 금전적 부담을 많이 줄일 수 있었고 도움을 많이 받은 것 같습니다. 청년 수당 받으시는 모든 분들도 원하는 결과 얻으셨으면 좋겠습니다.",김**,2024/1 청년수당,2024-06-24
청년 수당도 받고 취업도 하고,"서울시 청년수당을 받으면서 취업을 준비하는데 많은 도움을 받았습니다. 금전적으로 여유가 없어서 당장 일자리를 구해야 하나 잠시 고민에 빠졌었지만 월 50만원을 지원받으며 조급해하지 않고 좀 더 공부하고 취업 스터디를 하면서 원하는 곳에 취업을 했습니다. 특히 각종 생활비 및 통신비, 교통비 등 일반적인 비용들도 청년 수당을 통해 자유롭게 사용할 수 있어서 좋았습니다. 청년 수당도 받고 취업도 하고! 이와 같은 청년 정책들이 앞으로 더 발전하기를 응원하며 저는 새롭게 취업한 곳에서 열심히 업무를 수행하도록 하겠습니다. 감사합니다.",김**,2024/1 청년수당,2024-06-24
너무 좋았습니다. 여러 1차 2차 여러차례 시도한 것이 좋은 상담사님을 만나게 되었던거같습니다.,"이제는 각 개인에게 금액을 넘겨주어 여러 상담사님을 만날 수 있고 지원되지 않는 사업장에도 할 수 있어서 좋은 것 같습니다.
최근에 만난 상담사분은 잘 맞아서 지속해서 다니고 있습니다. 좋은 정보와 해결점들을 찾아주는게 저의 앞길을 일궈나가는데 큰 힘이 됩니다.",장**,2023/2 청년마음건강,2024-06-24
2024 서울 청년수당 참여 후기,"저는 2024년 서울 청년수당 참여자로 선정되어 총 2회차 청년수당을 받고 취업에 성공했습니다.
취업 준비 중 가장 신경이 많이 쓰이는 식비, 주거비 등을 포함한 생활비 측면에서,
청년 수당을 통해 많은 도움을 받고 취업을 위한 준비에 집중할 수 있었습니다.
특히나 자취를 하며 취업을 준비하는 저와 같은 상황의 많은 청년들에게 큰 도움을 줄 수 있는 좋은 정책이라고 생각했고,
저 역시 실제로 많은 도움을 받아 취업에 성공할 수 있었습니다. 감사합니다.",이**,2024/1 청년수당,2024-06-24
덕분에 문화생활을 더 많이 즐길 수 있어요,덕분에 문화생활을 더 많이 즐길 수 있어요. 발급 받은 후 대학로에 가서 연극을 볼 예정입니다,노**,2024/1 청년문화패스,2024-06-24
좋아요,감사합니다,윤**,2024/1 청년문화패스,2024-06-24
청년수당,"일년정도 쉬고 다시 취업을 준비하였습니다. 생각보다 취업이 쉽지 않았고 자격증을 준비하는데 돈이 정말 많이 들었습니다.
세달동안 준비한 자격증과 수료증이 5개 정도 되었었는데 들어간 돈은 거의 100만원에 가까웠습니다. 50만원이라는 돈이 넉넉하다고 하기에도 적다고 하기에도 뭐한 돈이지만 청년수당 덕분에 돈에 스트레스를 덜 받으면서 취업 준비를 했던것 같습니다. 정책의 취지는 정말 좋으나 좋은 것에 비해선 덜 알려져 있는거 아닌가 싶습니다. 더 적극적으로 홍보해 주시면 좋을것 같습니다.",홍**,2024/1 청년수당,2024-06-24
청년수당후기,이런게 있다는걸 처음알고 수당도 받고 도움이 정말 많이 되었습니다 취업까지 성공해서 좋습니다,임**,2024/1 청년수당,2024-06-24
후기작성,"이번에 첫 참여하여 수당을 받았는데 청년들에게 도움이 많이 되는거 같습니다.
취업성공시 취업축하금을 지급하는 부분도 도움이 많이 되었습니다.",인**,2024/1 청년수당,2024-06-24
후기,서울시 청년수당 덕분에 취준 기간동안 열심히 할 수 있었습니다.,최**,2024/1 청년수당,2024-06-24
도전에 용기를 더해주어 감사드립니다.,"다달이 쓸 수 있는 여유 자금이 생기다 보니, 생활 부담을 덜어주어 온전히 취업에 집중할 수 있었습니다.

실효성 높은 정책에 감사드리며, 앞으로도 많은 청년들이 해당 정책의 수혜자가 되었으면 좋겠습니다.

모든 청년들의 마중물이 되리라 확언합니다. 감사합니다.",이**,2024/1 청년수당,2024-06-24
청년수당을 받아 취업준비 중에 든든했습니다. 감사합니다,"안녕하세요. 이번에 청년수당에 참여하여 취업 준비에 든든한 지원군이 있는 것 같아 좋았습니다.

취업 준비 할 때 돈을 못 버는 상태여서 맛있는 것을 먹고싶어도 못 먹었습니다. 사실 이런 면이 힘들다고 하면 힘들었습니다. 맛있는 것도 사먹고 싶고, 집에서 공부가 잘 안될 때 스터디룸도 이용하고 싶었는데 그런걸 가능하게끔 해준 용돈같은 수당이었어서 너무 감사했습니다.

그리고 덕분에 공공기관에 최종합격이라는 결과가 나올 수 있었습니다. 취업 준비생이 많은 이 시점에 청년수당이 있어 참 다행인 것 같아요. 정말 감사합니다.",배**,2024/1 청년수당,2024-06-23
청년수당 후기,졸업하고 취업준비하면서 많이 힘들었는데 청년수당 덕분에 경제적으로 부담이 많이 줄어들었습니다. 청년수당을 통해서 자격증 취득. 인강 시청 등 다양한 분야를 배울 수 있어서 취업 준비할 때 많은 도움이 될 거 같습니다. 이런 기회를 주셔서 감사합니다.,안**,2024/1 청년수당,2024-06-23
감사합니다. 청년수당,6개월 중 2개월 지원금을 받던 중 다행히 취업하며 종료하게 되었습니다. 타지 생활로 매월 나가게 되는 월세를 지원금으로 낼 수 있었기 때문에 많은 분들 중 선정되어 지원받은 것에 매우 감사히 생각합니다. 짧은 기간이지만 지원 기간 동안 느낀 심리적 안정감은 생각보다 큰 힘이 되었습니다. 여러 어려운 상황에 계신 많은 청년분들이 좋은 정책으로 도움받아 다음으로 도약하게 되길 소망합니다.,강**,2024/1 청년수당,2024-06-23
카드 발급이 너무 어려워요,콜센터로 전화해야만 받을 수 있는 건가요??,정**,2024/1 청년문화패스,2024-06-23
2024년 청년수당,"청년수당에 선정되어 취업 준비에 큰 도움이 되었습니다.
청년수당 덕분에 필기시험부터 면접까지 잘 준비하여 긴 취준생활을 마무리할 수 있었습니다.
자기계발비부터 생활비까지 정말 큰 힘이 되니 취업준비에 어려움을 겪는 많은 청년들이 이용할 수 있으면 좋겠습니다. 감사합니다!",최**,2024/1 청년수당,2024-06-23
청년수당 후기,"1년간 취업이 되지 않아 힘들던 시기에 청년 수당정책 도움으로 버틸 수 있었습니다.
덕분에 취업에 성공하여 다시 일 할 수 있게 되었습니다.
감사합니다.",조**,2024/1 청년수당,2024-06-23
서울시 청년수당 후기,"2024 서울시 청년수당 사업을 통해 2달 간 매월 50만원씩 지급 받으며 취업준비하는데 금전적인 부담을 덜 수 있었고, 6월에 취업에 성공하게 되었습니다. 취업을 준비하며 금전적 어려움을 겪는 청년에게 직접적인 금전적 지원뿐만 아니라 다양한 서울시 정책사업을 연계해주는 비금전적 지원을 통해 청년의 부담을 덜어주는 좋은 정책인 것 같습니다. 저도 그 덕에 청년수당 사업 기간인 6개월이 절반도 지나기 전에 취업에 성공할 수 있었습니다! 감사합니다.",김**,2024/1 청년수당,2024-06-23
청년수당 지원에 깊이 감사드립니다.,"안녕하세요. 오랜 취준을 끝내고, 청년수당 지급 중단 사유가 취업으로 마무리될 수 있어 기쁩니다. 작년 2월 초 인턴이 끝나고 본격적으로 취업 시장에 뛰어들었습니다. 생각보다 냉혹한 현실에 놀라기도 하고 잡힐 듯하며 잡히지 않는 기회에 좌절도 많이 했던 시간이었습니다. 준비 기간이 길어지며 모아둔 자금도 떨어져 어려움을 겪을 때 청년수당을 지원받아 맘 편히 취준에 집중할 수 있었습니다. 정말 감사합니다. 덕분에 생활비와 자격증 접수비, 각종 교통비를 청년수당으로 충당할 수 있었습니다. 누군가 힘들 때 도움의 손길을 준다는 것은 참 든든한 일입니다. 저도 서울시가 지원해 준 든든한 만큼 사회구성원으로서 보탬이 될 수 있는 인재가 되겠습니다. 다시 한번 감사합니다.",김**,2024/1 청년수당,2024-06-23
사람은 희망을 먹고 산다.,"정말 어려운 시기입니다. 청년으로 삶을 살아가는 하루 하루. 특히나 기준도 백도 준비도 없이 시작하여 여기까지 올라오는 동안 정말 많은 일들이 있었고, 그 와중 특히나 가능성을 잡아먹던 것은 현실에서 결국 물질적인 부분이 아닐 수 없을 것입니다.

부족함만으로 이룰 수 없는 간극을 어떻게든 메꾸기 위해 필요한 그것. 옛날 같으면 참 꿈도 꾸지 못했을 것들. 그럼에도 이제는 시대가 사회가 신경 써준다는 그 사실이 감사와 감동으로 다가오지 않나 싶습니다.

기회를 잡기 위해선 기회를 제공할 좋은 땅과 기회, 그리고 그 다음 나 자신의 가능성에 대한 자신감이 필요할 때, '넌 할 수 있어' 라고 그 가능성을 응원해주듯 도움을 받을 수 있던 이 사실은 정말로 감사를 전하고, 앞으로의 삶을 그에 맞게 더욱 풍성해 질 수 있도록, 더욱 전문가가 될 수 있도록 노력해보겠다는 의지로 바뀌어 감을 느낍니다.

한 가지 바램이 있다고 한다면, 지금의 청년들, 기회도 가능성도 희망도 느끼기 어렵다는 그 순간, 스스로의 발로 일어설 기회가 될 수 있도록, 사회가 더욱 큰 안전망과 따스함으로, 진지한 응원 한 마디로 우리 청년들의 회복과 용기를 가질 수 있게 만드는 것에, 지속적인 노력을 들여주셨으면 합니다.

돈을 제공해준다는 것은 그저 구시대적이거나, 시대 착오적 이념적 지원이 아니라, 정말로 이 시대 백이 없어도 능력과 가능성으로 성공을 쥘 수 있고, 그러므로 우리는 '행복하게 살아야 한다'고 외칠 수 있는 청년의 나라가 되기 위해, 서울시가 지속적인 관심과 기대를 보여주셨으면 합니다. 감사합니다.",류**,2024/1 청년수당,2024-06-23
청년수당 후기,"취업난이 계속 되면서, 생각보다 재취업 준비가 길어졌습니다.
필기시험, 면접 등 다양한 취업의 과정을 모두 준비하기 위해서는 시간은 물론 금전적인 부분 역시 굉장히 큰 부담이었습니다.
그러던 중 청년 수당 제도를 통해 6개월이라는 시간 동안 취업 준비에 활용할 수 있는 금액을 지원받은 건 정말 큰 행운이었습니다. 경제적 부담이 경감되었고, 보다 밀도있게 제 시간을 활용할 수 있었습니다.
그 덕에 더 빠르게 취업할 수 있었던 것 같습니다, 감사합니다.",박**,2024/1 청년수당,2024-06-22
2024 청년수당 후기,"첫 직장을 퇴사하게 되고 나서, 취준 기간이 길어져 막막했는데 청년수당이 큰 도움이 됐습니다.
면접 볼 때 입을 블라우스도 사고, 면접 보느라 고생한 저를 위해 맛있는 저녁도 사 먹었습니다.
운좋게 취업이 되어 2회차에서 하차하지만, 좋은 정책 감사했습니다.
취준생들 화이팅!",송**,2024/1 청년수당,2024-06-22
